From	To	id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Pairs	Interactions	Tissue
CycFB	Epithelial	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	CycFB|Epithelial	0.849	Heart
CycFB	Epithelial	CPI-SS0E0098222	TF_TFRC	simple:P02787	simple:P02786	TF	TFRC	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Transferrin	CycFB|Epithelial	0.736	Eye
CycFB	Epithelial	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Epithelial	0.565	Vasculature
CycFB	Epithelial	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	CycFB|Epithelial	0.1	Fetal_Adrenal_Gland
CycFB	Epithelial	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Epithelial	0.637	Heart
CycFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Epithelial	0.209	Fetal_Male_Gonad
CycFB	Epithelial	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Epithelial	1.138	Gallbladder
CycFB	Epithelial	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Epithelial	0.078	Adipose
CycFB	Epithelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Epithelial	0.199	Fetal_Adrenal_Gland
CycFB	Epithelial	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	CycFB|Epithelial	0.795	Fetal_Pancreas
CycFB	Myeloid	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Myeloid	0.889	Artery
CycFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	1.388	Lung
CycFB	Myeloid	CPI-SS0E0098222	TF_TFRC	simple:P02787	simple:P02786	TF	TFRC	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Transferrin	CycFB|Myeloid	1.019	Eye
CycFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Myeloid	0.542	Uterus
CycFB	Myeloid	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	CycFB|Myeloid	2.588	Fetal_Muscle
CycFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Myeloid	0.252	Bladder
CycFB	Myeloid	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	CycFB|Myeloid	1.444	Lung
CycFB	Myeloid	CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor		CycFB|Myeloid	2.428	Adrenal_Gland
CycFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.744	Adipose
CycFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.628	Bladder
CycFB	Myeloid	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Myeloid	0.604	Placenta
CycFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Myeloid	0.274	Lung
CycFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Myeloid	0.414	Adipose
CycFB	Myeloid	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Myeloid	0.229	Fetal_Pancreas
CycFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.664	Muscle
CycFB	Myeloid	CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Myeloid	0.234	Fetal_Pancreas
CycFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Myeloid	1.015	Vasculature
CycFB	Myeloid	CPI-SS00D1CB372	CD34_SELL	simple:P28906	simple:P14151	CD34	SELL	FALSE	FALSE	FALSE	curated	FALSE	Ligand-Receptor		CycFB|Myeloid	0.319	Fetal_Pancreas
CycFB	Myeloid	CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Platelet-derived growth factor	CycFB|Myeloid	0.109	Fetal_Male_Gonad
CycFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.342	Muscle
CycFB	Myeloid	CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor		CycFB|Myeloid	1.522	Placenta
CycFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	1.547	Vasculature
CycFB	Myeloid	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	CycFB|Myeloid	1.046	Temporal_Lobe
CycFB	Myeloid	CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	CDH5	CDH5	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by Cadherin	CycFB|Myeloid	0.09	Fetal_Heart
CycFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.452	Vasculature
CycFB	Myeloid	CPI-SS0C1332E73	CTSG_FPR1	simple:P08311	simple:P21462	CTSG	FPR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Cathepsin	CycFB|Myeloid	1.095	Pleura
CycFB	Myeloid	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	CycFB|Myeloid	0.231	Fetal_Male_Gonad
CycFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.65	Heart
CycFB	Myeloid	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.442	Lung
CycFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.94	Fetal_Heart
CycFB	Myeloid	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Myeloid	0.172	Fetal_Skin
CycFB	Myeloid	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	CycFB|Myeloid	2.169	Adrenal_Gland
CycFB	Myeloid	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Myeloid	0.818	Bladder
CycFB	Myeloid	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	CycFB|Myeloid	1.438	Uterus
CycFB	Myeloid	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Myeloid	0.175	Fetal_Skin
CycFB	Myeloid	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Myeloid	0.14	Esophageal
CycFB	Neuron	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.279	Bladder
CycFB	Neuron	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	CycFB|Neuron	2.722	Fetal_Muscle
CycFB	Neuron	CPI-SS0C1332E73	CTSG_FPR1	simple:P08311	simple:P21462	CTSG	FPR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Cathepsin	CycFB|Neuron	0.172	Pleura
CycFB	Neuron	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	CycFB|Neuron	0.761	Tongue
CycFB	Neuron	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	CycFB|Neuron	0.208	Fetal_Adrenal_Gland
CycFB	Neuron	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.078	Placenta
CycFB	Neuron	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Neuron	0.916	Artery
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.376	Fetal_Kidney
CycFB	Neuron	CPI-SS0491EECEA	CCL11_DPP4	simple:P51671	simple:P27487	CCL11	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Neuron	1.387	Intestinal
CycFB	Neuron	CPI-SS0E0098222	TF_TFRC	simple:P02787	simple:P02786	TF	TFRC	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Transferrin	CycFB|Neuron	0.797	Eye
CycFB	Neuron	CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Neuron	0.276	Fetal_Pancreas
CycFB	Neuron	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	2.043	Tongue
CycFB	Neuron	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	1.225	Eye
CycFB	Neuron	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	CycFB|Neuron	0.793	Lung
CycFB	Neuron	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	1.607	Tongue
CycFB	Neuron	CPI-SS00D1CB372	CD34_SELL	simple:P28906	simple:P14151	CD34	SELL	FALSE	FALSE	FALSE	curated	FALSE	Ligand-Receptor		CycFB|Neuron	0.162	Fetal_Pancreas
CycFB	Neuron	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Neuron	1.144	Gallbladder
CycFB	Neuron	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	CycFB|Neuron	0.354	Fetal_Spinal_Cord
CycFB	Neuron	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	CycFB|Neuron	1.42	Lung
CycFB	Neuron	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	CycFB|Neuron	0.575	Trachea
CycFB	Neuron	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	CycFB|Neuron	0.247	Eye
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.449	Eye
CycFB	Neuron	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Neuron	0.627	Adipose
CycFB	Neuron	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	CycFB|Neuron	0.603	Fetal_Heart
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.224	Vasculature
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.526	Pleura
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.12	Fetal_Adrenal_Gland
CycFB	Neuron	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Neuron	0.279	Vasculature
CycFB	Neuron	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.713	Eye
CycFB	Neuron	CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion		CycFB|Neuron	0.356	Vasculature
CycFB	Neuron	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Neuron	0.711	Adipose
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.671	Placenta
CycFB	Neuron	CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor		CycFB|Neuron	0.697	Placenta
CycFB	Neuron	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Neuron	0.766	Pleura
CycFB	Neuron	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	CycFB|Neuron	0.774	Temporal_Lobe
CycFB	Neuron	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.538	Muscle
CycFB	Neuron	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	CycFB|Neuron	0.826	Heart
CycFB	Neuron	CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Platelet-derived growth factor	CycFB|Neuron	0.105	Fetal_Male_Gonad
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.241	Bladder
CycFB	Neuron	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.167	Fetal_Calvaria
CycFB	Neuron	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.467	Heart
CycFB	Neuron	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	CycFB|Neuron	0.117	Fetal_Heart
CycFB	Neuron	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.204	Fetal_Calvaria
CycFB	Neuron	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.208	Fetal_Lung
CycFB	Neuron	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.577	Heart
CycFB	Neuron	CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	CDH5	CDH5	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by Cadherin	CycFB|Neuron	0.188	Fetal_Heart
CycFB	Neuron	CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Platelet-derived growth factor	CycFB|Neuron	0.014	Vasculature
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.468	Fetal_Calvaria
CycFB	Neuron	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Neuron	1.422	Omentum
CycFB	Neuron	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	CycFB|Neuron	0.762	Fetal_Pancreas
CycFB	Neuron	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	CycFB|Neuron	0.162	Fetal_Male_Gonad
CycFB	Neuron	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.133	Fetal_Skin
CycFB	Neuron	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	CycFB|Neuron	1.036	Muscle
CycFB	Neuron	CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Semaphorin	CycFB|Neuron	0.264	Uterus
CycFB	Neuron	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	CycFB|Neuron	0.658	Vasculature
CycFB	Neuron	CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	CycFB|Neuron	2.332	Common_Bile_Duct
CycFB	Neuron	CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	CycFB|Neuron	0.506	Trachea
CycFB	Neuron	CPI-CS0D81115C8	Cholesterol_byDHCR24_RORA	complex:Cholesterol_byDHCR24	simple:P35398		RORA	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	CycFB|Neuron	0.534	Tongue
CycFB	Neuron	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	CycFB|Neuron	0.665	Uterus
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	0.304	Tongue
CycFB	Neuron	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	CycFB|Neuron	0.271	Fetal_Pancreas
CycFB	Neuron	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	CycFB|Neuron	1.094	Uterus
